"title","year","genre","duration","metacritic","rating","votes","worldwide_gross_income","user_review","critics_review"
"Honey I Blew Up the Kid",1992,"Adventure",89,NA,4.7,29904,58.662452,57,18
"Porco Rosso",1992,"Animation",94,NA,7.8,41688,1.354729,125,94
"Hard Boiled",1992,"Action",128,NA,7.9,36499,NA,280,101
"The Last of the Mohicans",1992,"Action",112,76,7.8,103918,75.505856,444,99
"The Lawnmower Man",1992,"Horror",108,NA,5.4,26320,32.100816,123,71
"A League of Their Own",1992,"Comedy",128,67,7.2,66350,132.440069,223,64
"Lethal Weapon 3",1992,"Action",118,36,6.7,119947,321.731527,157,87
"Malcolm X",1992,"Biography",202,72,7.7,59521,48.16991,188,74
"El mariachi",1992,"Action",81,73,6.9,48616,2.04092,139,60
"The Mighty Ducks",1992,"Action",104,NA,6.4,40926,50.752337,60,32
"The Muppet Christmas Carol",1992,"Comedy",85,NA,7.7,31024,32.319318,179,80
"My Cousin Vinny",1992,"Comedy",120,NA,7.5,77688,64.088552,258,53
"Of Mice and Men",1992,"Drama",115,NA,7.6,30043,5.471088,206,35
"Passenger 57",1992,"Action",84,NA,5.8,34205,44.065653,123,45
"Patriot Games",1992,"Action",117,NA,6.9,75823,178.051587,154,62
"The Player",1992,"Comedy",124,86,7.7,39161,21.706101,197,89
"Reservoir Dogs",1992,"Crime",99,78,8.4,586480,2.889963,1163,205
"A River Runs Through It",1992,"Drama",123,68,7.3,38542,43.440294,165,55
"Romper Stomper",1992,"Crime",94,NA,6.8,30493,0.17534,157,43
"Scent of a Woman",1992,"Drama",156,59,8,180122,134.095253,414,62
"Sister Act",1992,"Comedy",100,NA,6.2,58059,231.60515,136,32
"Sneakers",1992,"Comedy",126,NA,7.1,42080,105.232691,128,68
"Stop! Or My Mom Will Shoot",1992,"Action",87,NA,4,30009,70.61121,92,25
"Toys",1992,"Comedy",118,NA,5,25282,23.278931,161,30
"Twin Peaks: Fire Walk with Me",1992,"Horror",134,28,7.2,49587,4.183547,272,131
"Unforgiven",1992,"Western",130,82,8.3,251747,159.157447,593,128
"Under Siege",1992,"Action",103,NA,6.4,56937,156.563139,201,96
"Universal Soldier",1992,"Action",102,35,5.9,65185,36.299898,157,105
"Wayne's World",1992,"Comedy",94,53,7,105160,183.097323,200,76
"White Men Can't Jump",1992,"Comedy",115,NA,6.7,54061,90.753806,85,41
"The Age of Innocence",1993,"Drama",139,83,7.2,33720,32.25544,186,73
"Addams Family Values",1993,"Comedy",94,NA,6.6,51510,48.919043,144,64
"Alive",1993,"Action",120,NA,7,35896,36.733909,133,49
"Arizona Dream",1992,"Comedy",142,NA,7.4,32223,0.112547,82,43
"Army of Darkness",1992,"Comedy",81,57,7.6,116711,11.502976,658,250
"Batman: Mask of the Phantasm",1993,"Animation",76,NA,7.9,25889,5.635204,178,70
"Benny & Joon",1993,"Comedy",98,NA,7.2,42930,23.26158,174,37
"A Bronx Tale",1993,"Crime",121,80,7.8,91542,17.287898,223,53
"Carlito's Way",1993,"Crime",144,NA,7.9,152501,63.851527,338,106
"Cliffhanger",1993,"Action",113,60,6.4,88702,255.000211,209,99
"Coneheads",1993,"Comedy",88,NA,5.2,39824,21.274717,101,40
"Cool Runnings",1993,"Adventure",98,NA,6.9,64850,154.856263,118,52
"Dave",1993,"Comedy",110,NA,6.8,39012,63.27071,146,55
"Dazed and Confused",1993,"Comedy",102,78,7.7,107432,7.993039,478,171
"Demolition Man",1993,"Action",115,34,6.6,114154,58.055768,278,114
"Dennis the Menace",1993,"Comedy",94,NA,5.4,40518,117.270765,77,27
"Falling Down",1993,"Drama",113,56,7.6,126877,40.903593,441,86
"The Firm",1993,"Drama",154,58,6.8,82531,270.248367,191,64
"Free Willy",1993,"Adventure",112,79,5.8,45321,153.698625,81,26
"The Fugitive",1993,"Action",130,88,7.8,199000,368.87576,340,130
"The Good Son",1993,"Drama",87,NA,6.3,26591,60.613008,170,51
"Groundhog Day",1993,"Comedy",101,72,8.1,389001,70.906973,778,129
"Grumpy Old Men",1993,"Comedy",103,53,6.9,32570,70.172621,103,43
"Hard Target",1993,"Action",97,NA,6.1,32457,74.189677,203,98
"Hocus Pocus",1993,"Comedy",96,NA,6.6,53718,39.514713,196,58
"Homeward Bound: The Incredible Journey",1993,"Adventure",84,NA,6.9,30629,41.833324,89,29
"Hot Shots! Part Deux",1993,"Action",86,NA,6.6,61204,133.752825,114,36
"Indecent Proposal",1993,"Drama",117,35,5.8,43907,266.614059,144,60
"In the Name of the Father",1993,"Biography",133,84,8.1,96557,65.796862,185,61
"In the Line of Fire",1993,"Action",128,74,7.2,70205,176.997168,167,68
"Jurassic Park",1993,"Adventure",127,68,8.1,527998,1033.758854,1157,350
"Kalifornia",1993,"Crime",117,49,6.7,39815,2.395231,188,62
"Last Action Hero",1993,"Action",130,44,6.2,98142,137.298489,313,117
"Manhattan Murder Mystery",1993,"Comedy",104,NA,7.4,26264,11.330911,115,74
"Menace II Society",1993,"Crime",97,76,7.5,36590,27.912072,118,33
"Mrs. Doubtfire",1993,"Comedy",125,53,6.9,164569,441.286195,286,62
"Much Ado About Nothing",1993,"Comedy",111,NA,7.4,35290,22.549338,185,42
"Loaded Weapon 1",1993,"Action",84,NA,6.1,35733,27.979399,79,24
"The Nightmare Before Christmas",1993,"Animation",76,NA,8,204132,89.140058,527,238
"Ninja Scroll",1993,"Animation",94,NA,7.9,25003,0.001073,121,28
"The Pelican Brief",1993,"Crime",141,50,6.5,55228,195.268056,114,56
"A Perfect World",1993,"Crime",138,NA,7.5,53684,135.130999,150,70
"Philadelphia",1993,"Drama",125,66,7.7,166994,206.67844,302,85
"The Piano",1993,"Drama",121,89,7.6,60313,40.185556,270,92
"The Remains of the Day",1993,"Drama",134,84,7.9,42378,23.237911,199,66
"Rising Sun",1993,"Action",125,NA,6.2,32760,107.19879,84,45
"RoboCop 3",1993,"Action",104,NA,3.9,31929,10.69621,208,101
"Rudy",1993,"Biography",114,NA,7.5,39282,22.881563,190,38
"Robin Hood: Men in Tights",1993,"Adventure",104,NA,6.7,83537,35.739755,213,48
"The Sandlot",1993,"Comedy",101,NA,7.8,52354,34.348443,190,59
"Schindler's List",1993,"Biography",195,93,8.9,769552,322.287794,1845,232
"The Secret Garden",1993,"Drama",101,NA,7.3,26133,31.181347,113,29
"Short Cuts",1993,"Comedy",188,79,7.7,33226,6.110979,147,62
"Sister Act 2: Back in the Habit",1993,"Comedy",107,NA,5.3,33183,57.319029,97,20
"Sleepless in Seattle",1993,"Comedy",105,72,6.8,113432,227.927165,252,86
"So I Married an Axe Murderer",1993,"Comedy",93,NA,6.4,26661,11.585483,134,45
"Striking Distance",1993,"Action",102,NA,5.8,31910,24.107867,101,40
"Super Mario Bros.",1993,"Adventure",96,NA,4,35854,20.915465,336,51
"The Three Musketeers",1993,"Action",105,NA,6.3,38981,53.898845,163,38
"This Boy's Life",1993,"Biography",115,60,7.3,31684,4.104962,90,45
"Tombstone",1993,"Action",130,NA,7.8,88142,56.505065,509,94
"Three Colors: Blue",1993,"Drama",94,NA,8,56263,1.324974,201,115
"True Romance",1993,"Crime",119,57,8,150465,13.092264,546,142
"Wayne's World 2",1993,"Comedy",95,NA,6.1,57950,48.198564,93,46
"What's Eating Gilbert Grape",1993,"Drama",118,NA,7.8,157169,10.032765,352,90
"The Wrong Trousers",1993,"Animation",NA,NA,8.4,37989,NA,NA,NA
"Ace Ventura: Pet Detective",1994,"Comedy",86,37,6.9,198036,107.217396,295,80
"The Adventures of Priscilla, Queen of the Desert",1994,"Comedy",104,68,7.5,34043,11.224491,150,63
"Airheads",1994,"Comedy",92,NA,6,35357,5.751882,91,40
"Baby's Day Out",1994,"Adventure",99,NA,5.9,29990,16.827402,93,26
"Beverly Hills Cop III",1994,"Action",104,16,5.5,55567,119.208989,145,48
"Bullets Over Broadway",1994,"Comedy",98,NA,7.5,27412,13.383747,90,67
"Chungking Express",1994,"Comedy",102,77,8.1,36787,0.630512,188,94
"Clear and Present Danger",1994,"Action",141,74,6.9,64538,215.887717,151,54
"Clerks",1994,"Comedy",92,70,7.9,171923,3.15113,649,138
"The Client",1994,"Crime",119,65,6.7,42676,117.615211,112,50
"The Crow",1994,"Action",102,71,7.6,127220,50.693129,609,150
"D2: The Mighty Ducks",1994,"Action",106,NA,5.9,25652,45.61041,49,20
"Disclosure",1994,"Drama",128,58,6,33771,214.015089,105,64
"Dolores Claiborne",1995,"Crime",132,62,7.4,26553,24.361867,184,45
"Dumb & Dumber",1994,"Comedy",107,41,7.3,269925,247.275374,474,94
"Ed Wood",1994,"Biography",127,70,7.9,135867,5.887457,464,155
"Forrest Gump",1994,"Drama",142,82,8.8,1087227,678.229452,2416,169
"Four Weddings and a Funeral",1994,"Comedy",117,81,7.1,100171,245.700832,240,80
"Mary Shelley's Frankenstein",1994,"Drama",123,NA,6.4,40130,112.006296,276,98
"The Flintstones",1994,"Comedy",91,38,4.8,57086,341.631208,114,48
"Heavenly Creatures",1994,"Biography",99,NA,7.5,47408,3.049135,279,109
"The Hudsucker Proxy",1994,"Comedy",111,53,7.3,61661,2.816518,229,99
"It Could Happen to You",1994,"Comedy",101,NA,6.3,26009,37.939757,90,38
"Interview with the Vampire: The Vampire Chronicles",1994,"Drama",123,59,7.6,223700,223.664608,466,67
"Junior",1994,"Comedy",109,NA,4.5,50300,108.431355,90,43
"Legends of the Fall",1994,"Drama",133,45,7.5,102882,160.638883,407,68
"The Lion King",1994,"Animation",88,83,8.5,556516,968.511805,1028,228
"The Little Rascals",1994,"Comedy",82,NA,6.2,31299,67.308282,62,14
"Little Women",1994,"Drama",115,87,7.3,34032,50.083616,177,45
"L<U+FFFD>on: The Professional",1994,"Crime",110,64,8.6,642895,19.552639,1214,140
"Maverick",1994,"Action",127,NA,7,76472,183.031272,126,49
"The Mask",1994,"Comedy",101,56,6.8,240786,351.583407,291,75
"Naked Gun 33 1/3: The Final Insult",1994,"Comedy",83,NA,6.4,70628,51.132598,105,57
"Natural Born Killers",1994,"Crime",118,74,7.3,160445,50.282766,639,161
"Muriel's Wedding",1994,"Comedy",106,63,7.2,26117,15.482277,174,59
"Pulp Fiction",1994,"Crime",154,94,8.9,1179033,222.831817,3058,289
"Quiz Show",1994,"Drama",133,88,7.5,51008,24.822619,177,61
"Reality Bites",1994,"Comedy",99,NA,6.6,33829,33.351557,161,55
"Ri<U+FFFD>hie Ri<U+FFFD>h",1994,"Comedy",95,NA,5.2,45318,38.087756,50,25
"The River Wild",1994,"Action",111,NA,6.3,30436,94.216343,80,53
"The Santa Clause",1994,"Comedy",97,57,6.3,57430,189.833357,138,80
"Shallow Grave",1994,"Crime",89,67,7.4,42745,2.079569,151,79
"The Shawshank Redemption",1994,"Crime",142,80,9.3,1521105,28.815245,8232,164
"Speed",1994,"Action",116,78,7.2,241786,350.448145,445,131
"The Specialist",1994,"Action",110,NA,5.4,45923,170.362582,135,43
"Star Trek: Generations",1994,"Action",118,55,6.6,56243,118.071125,283,120
"Street Fighter",1994,"Action",102,NA,3.7,49803,99.431786,323,84
"Stargate",1994,"Action",116,42,7,140788,196.567262,297,107
"Timecop",1994,"Action",99,48,5.8,41807,101.646581,152,92
"Three Colors: Red",1994,"Drama",99,NA,8.1,57829,3.581969,172,107
"Three Colors: White",1994,"Comedy",92,NA,7.7,40116,1.237219,107,94
"The Legend of Drunken Master",1994,"Action",102,74,7.6,32160,11.55543,159,88
"True Lies",1994,"Action",141,63,7.2,177328,378.882411,405,97
"New Nightmare",1994,"Fantasy",112,NA,6.4,34891,19.721741,301,100
"Wyatt Earp",1994,"Action",191,47,6.6,32670,25.052,173,48
"Wolf",1994,"Drama",125,NA,6.2,41029,131.002597,155,83
"Ace Ventura: When Nature Calls",1995,"Adventure",90,45,6.3,146934,212.385533,198,68
"The American President",1995,"Comedy",114,67,6.8,41032,107.879496,232,60
"Apollo 13",1995,"Adventure",140,77,7.6,193096,355.237933,389,160
"Assassins",1995,"Action",132,NA,6.3,58417,30.303072,106,73
"Babe",1995,"Comedy",91,83,6.8,87344,254.13491,222,85
"Batman Forever",1995,"Action",121,51,5.4,176250,336.567531,616,186
"Balto",1995,"Animation",78,NA,7,27692,11.34909,101,23
"The Basketball Diaries",1995,"Biography",102,46,7.3,73277,2.381087,184,41
"Before Sunrise",1995,"Drama",101,77,8.1,162026,5.986708,NA,157
"Bad Boys",1995,"Action",119,41,6.8,156967,141.407024,284,90
"Billy Madison",1995,"Comedy",89,16,6.4,97327,26.488734,237,52
"Braveheart",1995,"Biography",178,68,8.4,663555,213.216216,1276,148
"The Bridges of Madison County",1995,"Drama",135,66,7.5,50897,182.016617,251,78
"Casper",1995,"Comedy",100,NA,6,77764,287.928194,122,40
"Casino",1995,"Biography",178,73,8.2,297933,116.112375,633,155
"A Close Shave",1995,"Animation",NA,NA,8.3,27912,NA,NA,NA
"Clueless",1995,"Comedy",97,68,6.8,108516,60.895179,329,113
"The City of Lost Children",1995,"Fantasy",112,73,7.7,52784,1.781465,245,50
"Congo",1995,"Action",109,22,5,32308,152.022101,175,78
"Copycat",1995,"Crime",123,54,6.6,40382,32.051917,168,66
"Crimson Tide",1995,"Action",116,66,7.3,75242,157.387195,217,84
"Dangerous Minds",1995,"Biography",99,47,6.4,35397,179.519401,99,43
"Dead Man",1995,"Drama",121,61,7.7,66924,1.037847,343,115
"Desperado",1995,"Action",104,55,7.2,127966,25.405445,213,108
"Dead Man Walking",1995,"Crime",122,80,7.6,69578,39.363635,214,66
"Dilwale Dulhania Le Jayenge",1995,"Comedy",189,NA,8.3,35349,0.036785,138,22
"Die Hard: With a Vengeance",1995,"Action",128,58,7.6,277747,366.236538,388,169
"Dracula: Dead and Loving It",1995,"Comedy",88,NA,5.7,27794,10.772144,141,55
"Don Juan DeMarco",1994,"Comedy",97,63,6.8,39061,68.792531,135,40
"Empire Records",1995,"Comedy",90,30,6.7,35545,0.273188,292,43
"First Knight",1995,"Action",134,NA,5.9,51416,127.600435,196,59
"Four Rooms",1995,"Comedy",98,NA,6.7,71428,4.257354,199,61
"Friday",1995,"Comedy",91,54,7.3,66547,28.215918,187,27
"French Kiss",1995,"Comedy",111,50,6.5,36381,101.982854,122,46
"Get Shorty",1995,"Comedy",105,82,6.9,59811,115.101622,161,106
"GoldenEye",1995,"Action",130,65,7.2,183301,352.194034,479,92
"A Goofy Movie",1995,"Animation",78,NA,6.8,31563,35.348597,126,33
"La Haine",1995,"Crime",98,NA,8.1,92008,0.280859,222,119
"Hackers",1995,"Comedy",105,46,6.2,50993,7.563728,248,95
"Heat",1995,"Action",170,76,8.3,391608,187.436818,1088,210
"Rumble in the Bronx",1995,"Action",104,61,6.7,26663,32.392047,107,73
"In the Mouth of Madness",1994,"Horror",95,NA,7.2,39471,8.924549,278,168
"Johnny Mnemonic",1995,"Action",103,NA,5.5,53413,19.07572,149,108
"Judge Dredd",1995,"Action",96,NA,5.4,81645,113.493481,267,119
"Jumanji",1995,"Adventure",104,39,6.8,183770,262.82194,255,73
"Kids",1995,"Drama",91,NA,7,54472,7.412216,425,77
"Ghost in the Shell",1995,"Animation",83,NA,8,69650,0.515905,311,178
"Leaving Las Vegas",1995,"Drama",111,82,7.6,88232,32.029928,337,100
"Mallrats",1995,"Comedy",94,41,7.2,93351,2.122561,445,98
"Mighty Aphrodite",1995,"Comedy",95,59,7.1,29370,6.468498,96,55
"Whisper of the Heart",1995,"Animation",111,NA,8,25561,0.585013,152,81
"Mortal Kombat",1995,"Action",101,58,5.8,76908,122.19592,336,92
"Mr. Holland's Opus",1995,"Drama",143,NA,7.3,28775,106.269971,173,43
"Money Train",1995,"Action",110,NA,5.5,30308,35.431113,73,44
"The Net",1995,"Action",114,51,5.8,45996,110.627965,187,60
"Nick of Time",1995,"Action",90,NA,6.3,30416,8.175346,142,38
"Nine Months",1995,"Comedy",103,NA,5.4,28160,138.51023,107,39
"Outbreak",1995,"Action",127,NA,6.5,86633,189.85956,211,76
"Pocahontas",1995,"Animation",81,58,6.6,104926,346.079773,264,106
"The Quick and the Dead",1995,"Action",107,49,6.4,64107,18.636537,257,74
"Rob Roy",1995,"Adventure",139,55,6.9,32960,31.596911,143,47
"Sabrina",1995,"Comedy",127,NA,6.2,27923,53.67208,137,47
"Sense and Sensibility",1995,"Drama",136,84,7.7,71782,134.582776,242,52
"Se7en",1995,"Drama",127,65,8.6,910013,327.333559,1490,229
"Showgirls",1995,"Drama",128,16,4.5,46922,20.350754,494,173
"Smoke",1995,"Comedy",112,70,7.5,26427,8.367636,82,63
"Species",1995,"Horror",108,NA,5.8,57428,113.374103,161,125
"Strange Days",1995,"Action",145,NA,7.2,51356,7.959291,255,107
"Tommy Boy",1995,"Comedy",97,NA,7,58984,32.679899,217,53
"To Die For",1995,"Comedy",106,86,6.8,32715,21.284514,179,66
"Toy Story",1995,"Animation",81,92,8.3,542659,404.265438,617,160
"Twelve Monkeys",1995,"Mystery",129,74,8.1,420302,168.839459,657,184
"Under Siege 2: Dark Territory",1995,"Action",100,NA,5.4,33914,104.324083,140,63
"Underground",1995,"Comedy",170,NA,8.2,39924,0.171082,146,48
"The Usual Suspects",1995,"Crime",106,77,8.6,663726,23.341568,1372,147
"Waterworld",1995,"Action",135,56,6.1,133117,264.21822,383,129
"While You Were Sleeping",1995,"Comedy",103,67,6.6,65870,182.057016,218,71
"101 Dalmatians",1996,"Adventure",103,49,5.6,65922,320.689294,97,61
"Beavis and Butt-Head Do America",1996,"Animation",81,64,6.8,40138,63.118386,155,65
"Beautiful Girls",1996,"Comedy",112,64,7.2,25263,10.597759,199,71
"The Birdcage",1996,"Comedy",117,72,6.9,58412,185.260553,203,78
"Black Sheep",1996,"Comedy",87,NA,6.2,27529,32.417995,86,30
"Bottle Rocket",1996,"Comedy",91,65,7.1,50270,0.560069,200,90
"Bound",1996,"Crime",109,61,7.4,38746,3.80226,224,133
"Breaking the Waves",1996,"Drama",159,76,7.9,45277,3.803298,242,96
"Broken Arrow",1996,"Action",108,61,6,73371,150.270147,218,88
"Bulletproof",1996,"Action",84,NA,5.8,28025,22.611954,66,34
"The Cable Guy",1996,"Comedy",96,NA,6,112985,102.825796,393,69
"Chain Reaction",1996,"Action",107,NA,5.5,38101,60.209334,102,52
"Crash",1996,"Drama",100,47,6.4,39388,2.664812,304,108
"Courage Under Fire",1996,"Action",116,77,6.6,36735,100.860818,115,70
"The Craft",1996,"Drama",101,NA,6.2,52493,24.819936,228,121
"The Crucible",1996,"Drama",124,NA,6.8,26997,7.343114,133,67
"Daylight",1996,"Action",114,NA,5.8,49466,159.212469,112,71
"Don't Be a Menace to South Central While Drinking Your Juice in the Hood",1996,"Comedy",89,NA,6.6,35188,20.949601,128,33
"DragonHeart",1996,"Action",103,NA,6.4,74565,115.267375,159,74
"Emma",1996,"Comedy",120,66,6.8,25545,22.231658,156,57
"The English Patient",1996,"Drama",162,87,7.4,131121,231.976425,512,128
"The Bandit",1996,"Crime",128,NA,8.5,32364,NA,61,6
"Escape from L.A.",1996,"Action",101,NA,5.6,49224,25.477365,251,131
"Eraser",1996,"Action",115,56,6,78570,242.295562,149,78
"Evita",1996,"Biography",135,45,6.3,27994,141.047179,212,69
"Executive Decision",1996,"Action",133,NA,6.4,38392,121.969216,169,68
"Fear",1996,"Drama",97,51,6.2,29878,20.831,170,58
"The Fan",1996,"Action",116,32,5.8,36344,18.626419,102,58
"Fargo",1996,"Crime",98,85,8.2,400277,60.611975,960,227
"Everyone Says I Love You",1996,"Comedy",101,NA,6.8,28309,9.7592,139,56
"The First Wives Club",1996,"Comedy",103,58,6.1,29397,181.489203,134,44
"The Frighteners",1996,"Comedy",110,NA,7.2,64604,29.359216,241,135
"From Dusk Till Dawn",1996,"Action",108,52,7.3,199458,25.836616,667,197
"The Ghost and the Darkness",1996,"Adventure",110,NA,6.8,43328,38.619405,185,63
"Happy Gilmore",1996,"Comedy",92,31,7,142435,41.205099,323,72
"Hamlet",1996,"Drama",242,NA,7.8,29078,4.770222,260,88
"The Hunchback of Notre Dame",1996,"Animation",91,NA,6.9,90209,325.338851,283,88
"Independence Day",1996,"Action",145,59,6.9,390063,817.400891,946,201
"Jack",1996,"Comedy",113,31,5.7,43905,58.620973,82,38
"James and the Giant Peach",1996,"Animation",79,NA,6.7,45884,28.946127,94,80
"Jerry Maguire",1996,"Comedy",139,77,7.3,176229,273.552592,367,123
"Jingle All the Way",1996,"Comedy",89,NA,5.4,63039,129.832389,195,93
"Kingpin",1996,"Comedy",114,43,6.9,59541,25.023434,212,67
"Last Man Standing",1996,"Action",101,NA,6.4,42126,47.267001,166,67
"The Long Kiss Goodnight",1996,"Action",121,44,6.7,56952,89.456761,309,108
"Lost Highway",1997,"Drama",134,52,7.7,90677,3.703548,497,162
"Mars Attacks!",1996,"Comedy",106,52,6.3,159969,101.371017,448,141
"Matilda",1996,"Comedy",98,NA,6.8,79359,33.459416,199,46
"Michael",1996,"Comedy",105,38,5.6,33722,119.718203,117,42
"Mission: Impossible",1996,"Action",110,59,7.1,272913,457.731198,457,192
"The Nutty Professor",1996,"Comedy",95,62,5.5,79505,273.961019,115,60
"One Fine Day",1996,"Comedy",108,NA,6.4,34544,97.52955,97,36
"The People vs. Larry Flynt",1996,"Biography",130,79,7.3,68515,20.300385,142,82
"Phenomenon",1996,"Drama",123,41,6.4,60414,152.036382,136,60
"The Phantom",1996,"Action",100,NA,4.9,26179,17.323326,172,77
"Primal Fear",1996,"Crime",129,47,7.7,120282,102.616183,312,74
"Ransom",1996,"Crime",121,60,6.6,92817,309.492681,182,84
"The Rock",1996,"Action",136,59,7.4,243746,335.062621,470,129
"Romeo + Juliet",1996,"Drama",120,60,6.8,154335,151.84256,579,103
"Scream",1996,"Horror",111,65,7.2,203469,173.046663,974,264
"Secrets & Lies",1996,"Drama",136,91,8,26570,13.417292,157,59
"Shine",1996,"Biography",105,87,7.7,40716,35.999081,117,66
"Sleepers",1996,"Crime",147,49,7.5,144961,165.615285,293,68
"Sling Blade",1996,"Drama",135,84,8.1,67955,24.444121,324,93
"Space Jam",1996,"Animation",88,NA,6.2,99156,230.418342,186,67
"Spy Hard",1996,"Comedy",81,25,5.2,27335,26.960191,93,28
"Star Trek: First Contact",1996,"Action",111,71,7.6,92291,146.027888,324,166
"Striptease",1996,"Comedy",115,NA,4.3,32681,113.309743,140,57
"Swingers",1996,"Comedy",96,71,7.4,61161,4.55502,278,80
"Thesis",1996,"Mystery",125,NA,7.5,25256,0.014227,117,72
"That Thing You Do!",1996,"Comedy",108,71,6.8,47455,34.585416,230,76
"A Time to Kill",1996,"Crime",149,54,7.4,90592,152.266007,265,80
"Tin Cup",1996,"Comedy",135,60,6.3,35489,53.854588,85,57
"Trainspotting",1996,"Drama",93,83,8.2,423822,16.593356,628,149
"Twister",1996,"Action",113,68,6.3,135891,494.471524,442,119
"Absolute Power",1997,"Action",121,52,6.7,37270,50.06831,161,78
"Air Force One",1997,"Action",124,61,6.4,135445,315.156409,439,137
"Alien: Resurrection",1997,"Action",109,63,6.3,154736,161.376069,728,250
"Amistad",1997,"Drama",155,63,7.2,52487,44.229441,240,86
"Apt Pupil",1998,"Drama",111,51,6.7,27667,8.863193,268,110
"Austin Powers: International Man of Mystery",1997,"Comedy",94,51,7,170478,67.683989,450,120
"Anastasia",1997,"Animation",94,59,7.1,77891,139.804348,215,69
"The Avengers",1998,"Action",89,12,3.7,34077,23.384939,471,118
"Anaconda",1997,"Action",89,37,4.6,67846,136.885767,311,139
"Batman & Robin",1997,"Action",125,28,3.6,176193,238.235915,1142,216
"Bean",1997,"Comedy",89,52,6.3,69180,251.21267,172,92
"In the Mood for Love",2000,"Drama",98,85,8.1,67663,12.854953,422,149
"Beverly Hills Ninja",1997,"Action",88,27,5.4,28510,31.480418,82,34
"The Big Lebowski",1998,"Comedy",117,69,8.2,476302,46.735469,1248,193
"Boogie Nights",1997,"Drama",155,85,7.9,174456,43.101594,605,185
"Breakdown",1997,"Crime",93,73,6.9,36149,50.159144,268,86
"Life Is Beautiful",1997,"Comedy",116,59,8.6,365170,230.098753,1335,150
"Buffalo '66",1998,"Comedy",110,68,7.5,34328,2.375097,342,75
"Black Cat, White Cat",1998,"Comedy",127,73,8.1,37700,0.351447,106,71
"Chasing Amy",1997,"Comedy",113,71,7.4,107629,12.021272,514,162
"Con Air",1997,"Action",115,52,6.8,209572,224.012234,402,133
"Conspiracy Theory",1997,"Action",135,49,6.7,70838,136.982834,175,86
"Contact",1997,"Drama",150,62,7.4,184196,171.120329,705,173
"Cop Land",1997,"Crime",105,64,6.9,65084,44.862187,242,145
"Dark City",1998,"Drama",100,66,7.7,146647,27.200316,686,216
"Dante's Peak",1997,"Action",108,43,5.8,57435,178.12776,315,101
"Deconstructing Harry",1997,"Comedy",96,61,7.4,33311,10.686841,136,77
"The Devil's Own",1997,"Action",111,53,6.1,41896,140.807547,129,72
"The Devil's Advocate",1997,"Drama",144,60,7.5,239218,152.94466,488,136
"Deep Rising",1998,"Action",106,NA,6,25178,11.203026,301,131
"Doctor Dolittle",1998,"Comedy",85,46,5.3,67729,294.456605,110,78
"Donnie Brasco",1997,"Biography",127,76,7.8,210471,124.909762,292,114
"The Dinner Game",1998,"Comedy",80,73,7.7,27253,4.071548,111,61
"The Edge",1997,"Action",117,NA,6.9,52075,43.312294,208,85
"Event Horizon",1997,"Horror",96,35,6.7,109062,26.673242,963,180
"Face/Off",1997,"Action",138,82,7.3,263648,245.676146,614,152
"Fallen",1998,"Action",124,NA,7,53868,25.232289,267,65
"The Fifth Element",1997,"Action",126,52,7.6,314964,264.029966,859,184
"Flubber",1997,"Comedy",93,37,5.1,57507,177.977226,81,60
"Fools Rush In",1997,"Comedy",109,37,6,26104,29.481428,143,31
"The Full Monty",1997,"Comedy",91,75,7.2,77930,257.938649,195,91
"Funny Games",1997,"Crime",108,69,7.6,39945,NA,350,143
"The Game",1997,"Drama",129,61,7.8,237963,109.423648,642,172
"G.I. Jane",1997,"Action",125,62,5.8,57228,48.169156,151,87
"Gattaca",1997,"Drama",106,64,7.8,201284,12.532777,753,188
"George of the Jungle",1997,"Action",92,53,5.4,52179,174.463257,118,59
"Good Will Hunting",1997,"Drama",126,70,8.3,535994,225.933435,899,164
"Great Expectations",1998,"Drama",111,55,6.8,41101,55.494066,208,81
"Hard Eight",1996,"Crime",102,78,7.3,25983,0.222559,167,75
"Grosse Pointe Blank",1997,"Comedy",107,76,7.4,70021,28.084357,319,70
"Hercules",1997,"Animation",93,NA,7.2,124374,252.712101,222,95
"Home Alone 3",1997,"Comedy",102,NA,4.2,66416,79.082515,180,39
"The Horse Whisperer",1998,"Drama",169,65,6.5,30662,186.883563,283,98
"The Ice Storm",1997,"Drama",112,72,7.5,44564,8.038061,301,135
"I Know What You Did Last Summer",1997,"Horror",101,52,5.6,98105,125.586134,445,163
"The Jackal",1997,"Action",124,36,6.3,83141,159.33028,249,79
"Jackie Brown",1997,"Crime",154,64,7.5,217634,39.673162,545,174
"Kiss the Girls",1997,"Crime",115,46,6.6,46661,60.527873,165,74
"L.A. Confidential",1997,"Crime",138,90,8.3,379860,126.21694,715,132
"In & Out",1997,"Comedy",90,70,6.3,30950,63.856929,152,78
"Liar Liar",1997,"Comedy",86,68,6.8,200863,302.710615,294,80
"A Life Less Ordinary",1997,"Comedy",103,35,6.4,28938,4.366722,176,70
"Lolita",1997,"Drama",137,46,6.9,34072,1.071255,235,65
"The Lost World: Jurassic Park",1997,"Action",129,59,6.5,246558,618.638999,664,206
"Meet Joe Black",1998,"Drama",178,43,7.1,156870,142.9401,806,102
"Men in Black",1997,"Comedy",98,71,7.2,363455,589.390539,351,162
"Midnight in the Garden of Good and Evil",1997,"Crime",155,57,6.6,30318,25.105255,228,67
